question,answer
уголок 160 100 10 .,eydudW1fbWF0JzogJzg1OTYnLCAnbmFtZV9tYXQnOiAn0JDRgNC80LDRgtGD0YDQsCAxNCAyLjkyINCcINCQIDUwMCBDIDUyNTQ0LTA2JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
квадрат 50 50 69,eydudW1fbWF0JzogJzExMTA1NCcsICduYW1lX21hdCc6ICfQmtCy0LDQtNGA0LDRgiA1MCA0MCDQpSAyNTkxJywgJ3RydWVfZWknOiAn0JwnLCAndHJ1ZV92YWx1ZSc6ICc2OS4wMDAnfQ==
лист 2 ст 3,eydudW1fbWF0JzogJzcyNTQnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQntCmIDEuMiA2MjEnLCAndHJ1ZV9laSc6ICfQnCcsICd0cnVlX3ZhbHVlJzogJzguMzAwJ30=
лист 3 ст 3,eydudW1fbWF0JzogJzE4MzYwJywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCTL9CaIDY1INCkIDIg0KHQoiAzNSDQotCjJywgJ3RydWVfZWknOiAn0JwyJywgJ3RydWVfdmFsdWUnOiAnNS4wMDAnfQ==
лист 4 ст 3,eydudW1fbWF0JzogJzE4MzYwJywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCTL9CaIDY1INCkIDIg0KHQoiAzNSDQotCjJywgJ3RydWVfZWknOiAn0JrQkycsICd0cnVlX3ZhbHVlJzogJzIuMDAwJ30=
круг 24 ст 35 1 3,eydudW1fbWF0JzogJzE4ODAnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgMjQgNC41INCcINCh0KIgMzUnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
круг 30 ст 35 1 3,eydudW1fbWF0JzogJzIwMjEnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgMzAgNSDQnCDQodCiIDM1JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
труба вгп 32 3.2 3,eydudW1fbWF0JzogJzcyNTQnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQntCmIDEuMiA2MjEnLCAndHJ1ZV9laSc6ICfQmtCTJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
уголок 50 4 ст 3 6,eydudW1fbWF0JzogJzExNzA0MScsICduYW1lX21hdCc6ICfQo9Cz0L7Qu9C+0LogNTAgNTAgNCA2INCcINChIDI1NSA4NTA5JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
уголок 70 8 ст 3 6,eydudW1fbWF0JzogJzg1NDI2JywgJ25hbWVfbWF0JzogJ9Cj0LPQvtC70L7QuiA3MCA3MCA4IDEyINCcINCh0KIgMyDQn9ChIDUv0KHQnyA1IDg1MDknLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба проф 40 40 3 по 6,eydudW1fbWF0JzogJzgxNDYnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQsNC70Y7QvNC40L3QuNC10LLQsNGPIDIuMCAxNjAnLCAndHJ1ZV9laSc6ICfQmtCTJywgJ3RydWVfdmFsdWUnOiAnMjAuMDAwJ30=
лист горячекатаный 4 1.5 6 ст 3 пс 5 сп 5,eydudW1fbWF0JzogJzE3NzQzJywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCTL9CaIDQgMS41INCcIDYg0Jwg0KHQoiAzINCf0KEgNS/QodCfIDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
лист горячекатаный 6 2 6 ст 3 пс 5 сп 5 14637,eydudW1fbWF0JzogJzE4MzI1JywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCTL9CaIDYgMiDQnCA2INCcINCh0KIgMyDQn9ChIDUv0KHQnyA1IDE0NjM3JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
полоса 3 20 ст 3 пссп по 6,eydudW1fbWF0JzogJzgwODYwJywgJ25hbWVfbWF0JzogJ9Cf0L7Qu9C+0YHQsCAzIDIwINCh0KIgMyDQn9ChL9Ch0J8g0KLQoycsICd0cnVlX2VpJzogJ9CcJywgJ3RydWVfdmFsdWUnOiAnMTIuMDAwJ30=
уголок 63 5 ст 3 по 12 с резкой попола,eydudW1fbWF0JzogJzExNzA0MycsICduYW1lX21hdCc6ICfQo9Cz0L7Qu9C+0LogNjMgNjMgNSAxMiDQnCDQoSAyNTUgODUwOScsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcyLjAwMCd9
швеллер 20 п ст 255 245,eydudW1fbWF0JzogJzg2MTk0JywgJ25hbWVfbWF0JzogJ9Co0LLQtdC70LvQtdGAIDIwINCfIDEyINCcINChIDI1NSA4MjQwJywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICc1NC4wMDAnfQ==
сетка d 4 вр 1 100 100 2 3,eydudW1fbWF0JzogJzY2MTcxJywgJ25hbWVfbWF0JzogJ9Ch0LXRgtC60LAg0LDRgNC80LDRgtGD0YDQvdCw0Y8gKNC8IDIpIDQg0JLQoCAxIDEwMCAxMDAgMiDQnCAzINCcIDUwLzUnLCAndHJ1ZV9laSc6ICfQmtCTJywgJ3RydWVfdmFsdWUnOiAnNS4wMDAnfQ==
полоса 50 6 углерод,eydudW1fbWF0JzogJzUxOTgnLCAnbmFtZV9tYXQnOiAn0J/QodCfINCa0KDQntCS0JvQryDQn9Cg0J7Qp9CY0JUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
профиль замкнутый сварной 120 120 5 легир,eydudW1fbWF0JzogJzgyNTQnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgNDggNiDQnCAwOSDQkyAyINChJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба проф 80 5,eydudW1fbWF0JzogJzc3MDQwJywgJ25hbWVfbWF0JzogJ9Ci0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gODAgODAgNSDQk9Ce0KHQoicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
труба проф 100 5,eydudW1fbWF0JzogJzc5MDYnLCAnbmFtZV9tYXQnOiAn0JDRgNC80LDRgtGD0YDQsCDRgtC10YDQvCAxMiAxMC4yINCcINCQ0KIgODAwIDEwODg0LTk0JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба проф 140 8,eydudW1fbWF0JzogJzc2OTcyJywgJ25hbWVfbWF0JzogJ9Ci0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gMTQwIDE0MCA4INCT0J7QodCiJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба проф 180 140 8,eydudW1fbWF0JzogJzk3NTE3JywgJ25hbWVfbWF0JzogJ9Ci0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gMTgwIDE0MCA4INCT0J7QodCiJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
швеллер 140 60 3,eydudW1fbWF0JzogJzYzODgnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQntCmIDEuNDUgMjkxJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
швеллер 180 100 6,eydudW1fbWF0JzogJzY0NTInLCAnbmFtZV9tYXQnOiAn0K3Qu9C10LrRgtGA0L7QtNGLIDMg0KLQnNCbLTEg0KMg0J7QodCd0J7QktCd0J7QmScsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
балка 30 ш 1,eydudW1fbWF0JzogJzk0NCcsICduYW1lX21hdCc6ICfQkNGA0LzQsNGC0YPRgNCwIDIwINCf0J7QlCDQl9CQ0JogQdCSIDQwMCBDINCi0KMgMTQtMS01MjUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
балка 40 ш 1,eydudW1fbWF0JzogJzEwNzQnLCAnbmFtZV9tYXQnOiAn0JHQsNC70LrQsCA0MCDQqCAxIDEyINCcINChIDI1NSA1NzgzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
труба вгп 25 ду 3.2 6 10,eydudW1fbWF0JzogJzcyNDUnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgMjEwIDMg0JwgNDAg0KUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
труба 25 3.2 ст 2 2 пс,eydudW1fbWF0JzogJzcyNDUnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgMjEwIDMg0JwgNDAg0KUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
труба 32 3.0 бш,eydudW1fbWF0JzogJzcyNTQnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQntCmIDEuMiA2MjEnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
труба 100 100 5 с 10 144 п,eydudW1fbWF0JzogJzc5MDYnLCAnbmFtZV9tYXQnOiAn0JDRgNC80LDRgtGD0YDQsCDRgtC10YDQvCAxMiAxMC4yINCcINCQ0KIgODAwIDEwODg0LTk0JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба 114 5 ст 20 8732 24,eydudW1fbWF0JzogJzY4ODAnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMg0L3QtdGA0LbQsNCy0LXRjtGJ0LjQuSAxMiAzMDQnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
труба 50 25 3 216 п,eydudW1fbWF0JzogJzgxNTcnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMg0L3QtdGA0LbQsNCy0LXRjtGJ0LjQuSAyNSAzMCDQpSAxMycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
труба 50 50 3 216 п,eydudW1fbWF0JzogJzgxNzInLCAnbmFtZV9tYXQnOiAn0JvQuNGB0YIg0JMv0JogNTAgMS41INCcIDYuMyDQnCDQodCgINCh0KIgMyDQn9ChIDUv0KHQnyA1IDE0NjM3JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба п двубавр 25 ш 1 09 г 2 с 72 п,eydudW1fbWF0JzogJzg2MScsICduYW1lX21hdCc6ICfQkNGA0LzQsNGC0YPRgNCwIDEyIDYuMzcg0Jwg0JAgODAwIDM0MDI4LTE2JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
труба 80 80 5 ст 10 60 п,eydudW1fbWF0JzogJzc3MDQwJywgJ25hbWVfbWF0JzogJ9Ci0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gODAgODAgNSDQk9Ce0KHQoicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
труба 80 80 6 ст 10 18,eydudW1fbWF0JzogJzc2OTcxJywgJ25hbWVfbWF0JzogJ9Ci0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gODAgODAgNiDQk9Ce0KHQoicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJ30=
круг 16 ст 09 г 2 с 6,eydudW1fbWF0JzogJzk2MTg3JywgJ25hbWVfbWF0JzogJ9Ca0YDRg9CzIDE2IDYg0JwgMDkg0JMgMiDQoScsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
круг 40 ст 09 г 2 с 6,eydudW1fbWF0JzogJzk3NDU5JywgJ25hbWVfbWF0JzogJ9Ca0YDRg9CzIDQwIDYg0JwgMDkg0JMgMiDQoScsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
круг 50 ст 09 г 2 с 6,eydudW1fbWF0JzogJzEwMjg0MScsICduYW1lX21hdCc6ICfQmtGA0YPQsyA1MCA2INCcIDA5INCTIDIg0KEnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
лист 8 1.5 3.0,eydudW1fbWF0JzogJzE4NDQyJywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCTL9CaIDggMS41INCcIDMg0Jwg0KHQoiAzINCf0KEgNS/QodCfIDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnfQ==
лист 16 1.5 3.0,eydudW1fbWF0JzogJzE2Nzk3JywgJ25hbWVfbWF0JzogJ9Cb0LXQvdGC0LAg0YUv0LogMS41IDI2MSAwOCDQn9ChL9Ch0J8nLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnNS4wMDAnfQ==
лист 6 1.5 3.0,eydudW1fbWF0JzogJzE4MjYwJywgJ25hbWVfbWF0JzogJ9Cb0LXQvdGC0LAg0L/QvtC70LjQvNC10YAgMC4zNSAyNzAg0J/QrSDQkiDQn9CbIFJBTCAzMDA1JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJ30=
уголок 40 40 18 п,eydudW1fbWF0JzogJzg4MDAnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQsy/QuiA1Ljg1IDQ1NC44INCh0KIgMyDQn9ChIDUv0KHQnyA1JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJ30=
лист оцинкованнный 0.8,eydudW1fbWF0JzogJzIwMzE1JywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCe0KYgMC44IDEuMjUg0JwgMi41INCcIFpOIDE0MCDQndCQ0JfQnSAwMiAxNDkxOC0nLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMTIuMDAwJ30=
планка у нас есть . но размер у нее другой . добавила 95 120 у нас ветровая такого размера в счете,eydudW1fbWF0JzogJzc0ODQ2JywgJ25hbWVfbWF0JzogJ9Cf0LvQsNC90LrQsCDQstC10YLRgNC+0LLQvtC5INC00L7RgdC60LggOTUgMTIwIDE1IDAuNSAzINCcINCh0KIg0J/QrSDQkiDQnycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCd9
сталь арматурная 8 а 500 с требуется к 06.03.2024 id позиции 7752285,eydudW1fbWF0JzogJzk1Njc1JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgOCAxMS43INCcINCQIDUwMCDQoSAzNDAyOC0xNicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnOS4wMDAnfQ==
сталь арматурная 12 а 500 с требуется к 06.03.2024 id позиции 7752286,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTIgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzExLjAwMCd9
балка 45 б 1,eydudW1fbWF0JzogJzEwOTUnLCAnbmFtZV9tYXQnOiAn0JDRgNC80LDRgtGD0YDQsCDRgtC10YDQvCAxMiA2LjU1INCcINCQ0KIgODAwIDEwODg0LTk0JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzUuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 50 50 5 12 .,eydudW1fbWF0JzogJzg4ODAnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDQsy/QuiAxLjc1IDE0My41INCh0KIgMyDQn9ChIDUv0KHQnyA1JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzYuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
полоса 60 6 6 .,eydudW1fbWF0JzogJzEwOTU1NScsICduYW1lX21hdCc6ICfQn9C+0LvQvtGB0LAgNiA2MCAwOSDQkyAyINChIDEwMycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzUuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура а 500 с 10 15.03 a id позиции 310,eydudW1fbWF0JzogJzk1NjYzJywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTAgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzExLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 500 с 12 15.03 a id позиции 311,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTIgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzcuMzAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура а 500 с 25 15.03 a id позиции 312,eydudW1fbWF0JzogJzk1NjgzJywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMjUgMTIg0Jwg0JAgNTAwINChIDM0MDI4LTE2JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
полоса стальная шириной 40 толщиной 4,eydudW1fbWF0JzogJzUxNTcnLCAnbmFtZV9tYXQnOiAn0JHQsNC70LrQsCDQndCb0JMgNDUg0KggMSAxMiDQnCDQoSAzNTUtMyA1NzgzNycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMC4xODcnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
сетка кладочная вр 1 ф 3 ячейка 50 50 1.5 кв доставка и разгрузка манипуляторами обязателен комплект документов о качестве id позиции 9584489,eydudW1fbWF0JzogJzExMDM5MycsICduYW1lX21hdCc6ICfQodC10YLQutCwINCw0YDQvNCw0YLRg9GA0L3QsNGPICjQvCAyKSAzINCS0KAgMSA1MCA1MCAwLjUxINCcIDEuNSDQnCcsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура ф 8 а 500 длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве a id позиции 9584490,eydudW1fbWF0JzogJzk1Njk3JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgOCA2INCcINCQIDUwMCDQoSAzNDAyOC0xNicsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICcxNTAwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура ф 12 аiii длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве a id позиции 9584491,eydudW1fbWF0JzogJzE3NycsICduYW1lX21hdCc6ICfQmtCS0JDQlNCg0JDQoicsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICcxNTAwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура ф 16 аiii длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве a id позиции 9584492,eydudW1fbWF0JzogJzI5MycsICduYW1lX21hdCc6ICfQkNGA0LzQsNGC0YPRgNCwIDE2IDExLjcg0Jwg0JAtSUlJIDI1INCTIDIg0KEgNTc4MS04MicsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICczMDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 50 50 5 длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве id позиции 9584493,eydudW1fbWF0JzogJzg4ODInLCAnbmFtZV9tYXQnOiAn0JvQuNGB0YIg0J3Qm9CTIDE2IDEuOCDQnCA2LjUg0Jwg0KHQoCAwOSDQkyAyINChIDE5MjgxJywgJ3RydWVfZWknOiAn0JrQkycsICd0cnVlX3ZhbHVlJzogJzMwMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 100 100 10 длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве id позиции 9584494,eydudW1fbWF0JzogJzgzNTQnLCAnbmFtZV9tYXQnOiAn0JrRgNGD0LMgOTUg0J3QldCc0JXQoCA2NSDQkycsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICc3MDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
полоса 50 5 длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве id позиции 9584495,eydudW1fbWF0JzogJzUxODAnLCAnbmFtZV9tYXQnOiAn0JvQmNCh0KIg0KbQktCV0KLQndCe0JknLCAndHJ1ZV9laSc6ICfQmtCTJywgJ3RydWVfdmFsdWUnOiAnMTAwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура ф 12 а 500 длина прута 6.0 доставка и разгрузка манипуляторами обязателен комплект документов о качестве a id позиции 9584510,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTIgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQmtCTJywgJ3RydWVfdmFsdWUnOiAnMjAwMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
швеллер 20 у,eydudW1fbWF0JzogJzU5NjYnLCAnbmFtZV9tYXQnOiAn0JvQtdC90YLQsCDRhS/QuiAxLjAgOTg1IDA4INCf0KEv0KHQnycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMTcuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
швеллер 6.5 у,eydudW1fbWF0JzogJzk1MjgyJywgJ25hbWVfbWF0JzogJ9Co0LLQtdC70LvQtdGAIDYuNSDQoyAxMiDQnCDQodCiIDMg0J/QoS/QodCfIDgyNDAnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzExLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 500 с 8 a id позиции 899,eydudW1fbWF0JzogJzk1Njc1JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgOCAxMS43INCcINCQIDUwMCDQoSAzNDAyOC0xNicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMS43OTAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура а 500 с 10 a id позиции 900,eydudW1fbWF0JzogJzk1NjYzJywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTAgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzYuNTIwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура а 500 с 12 a id позиции 901,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTIgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 500 с 16 a id позиции 902,eydudW1fbWF0JzogJzk1NjY2JywgJ25hbWVfbWF0JzogJ9CQ0YDQvNCw0YLRg9GA0LAgMTYgMTEuNyDQnCDQkCA1MDAg0KEgMzQwMjgtMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuNjkwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
балка 30 к 1 ст 3 по 12,eydudW1fbWF0JzogJzEyOTknLCAnbmFtZV9tYXQnOiAn0JHQsNC70LrQsCDQndCb0JMgMzAg0JogMSAxMiDQnCAwOSDQkyAyINChIDU3ODM3JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzguMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
швеллер гнутый 200 80 4 ст 3 336,eydudW1fbWF0JzogJzY0OTYnLCAnbmFtZV9tYXQnOiAn0K3Qu9C10LrRgtGA0L7QtNGLIDUg0J7Ql9ChLTQg0JjQm9Cs0JzQldCd0JjQoicsICd0cnVlX2VpJzogJ9CcJywgJ3RydWVfdmFsdWUnOiAnMzM2LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
швеллер гнутый 200 80 5 ст 3 48,eydudW1fbWF0JzogJzY0OTgnLCAnbmFtZV9tYXQnOiAn0K3Qu9C10LrRgtGA0L7QtNGLIDUg0J7Qmi00NiDQoNCj0KLQmNCbJywgJ3RydWVfZWknOiAn0JwnLCAndHJ1ZV92YWx1ZSc6ICc0OC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист плоский оц 01 бц 0.7,eydudW1fbWF0JzogJzIwMjE2JywgJ25hbWVfbWF0JzogJ9Cb0LjRgdGCINCe0KYgMC43IDEuMjUg0JwgMi41INCcIFpOIDEyMCAwOCDQn9ChL9Ch0J8gMTQ5MTgnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
уголок 75 х 75 х 7 ст 3,eydudW1fbWF0JzogJzkwMTcnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDEuNSA2MjUg0YHRgiAzINC/0YEv0YHQvycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 80 х 80 х 7 ст 3,eydudW1fbWF0JzogJzkwNDAnLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDQvdC70LMgMTIg0LEgMSAxMiDQvCAwOSDQsyAyINGBIDU3ODM3JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
